ID,count,name,namespacename,namespaceid,mappingname,rank,matchCount
25348,1,lens culinaris,Lens culinaris,3864,,species,1
25350,1,streptomyces fradiae,Streptomyces fradiae,1906,,species,1
25351,1,epilobium stereophyllum,Epilobium stereophyllum,2984564,,species,1
25353,1,viburnum orientale,Viburnum orientale,432678,,species,1
25355,1,phytolacca esculenta,Phytolacca acinosa,3528,phytolacca esculenta,species,1
25356,1,ribes uva crispa,Ribes uva-crispa,135518,ribes uva crispa,species,1
25358,1,hyptis suaveolens,Mesosphaerum suaveolens,204129,hyptis suaveolens,species,1
25360,1,ipomoea pilosa,Pilosa,948950,ipomoea pilosa,order,1
25362,1,linum usitatissimum,Linum usitatissimum,4006,,species,1
25366,1,sophora flavescens,Sophora flavescens,49840,,species,1
25367,1,vibrio,Vibrio,662,,genus,1
25370,1,bupleurum falcatum,Bupleurum falcatum,46367,,species,1
25372,1,caragana sinica,Caragana sinica,403832,,species,1
25374,1,malus domestica,Malus domestica,3750,,species,1
25376,1,trypanosoma conorhini,Trypanosoma conorhini,83891,,species,1
25378,1,polemonium caeruleum,Polemonium caeruleum,174663,,species,1
25379,1,chrysolina fuliginosa,Chrysolina fuliginosa,75516,,species,1
25381,1,penicillium varians,Talaromyces varians,1131668,penicillium varians,species,1
25387,1,psolus fabricii,Psolus fabricii,36324,,species,1
25390,1,phytophthora capsici,Phytophthora capsici,4784,,species,1
25391,1,cepaea,Cepaea,28834,,genus,1
25393,1,olinia ventosa,Olinia ventosa,111954,,species,1
25395,1,fucus virsoides,Fucus virsoides,87150,,species,1
25397,1,schizolobium parahybum,Schizolobium parahyba,46664,schizolobium parahybum,species,1
25399,1,cucumis melo,Cucumis melo,3656,,species,1
25400,1,purshia tridentata,Purshia tridentata,32243,,species,1
25402,1,erylus formosus,Erylus formosus,942164,,species,1
25405,1,sphaerotilus natans,Sphaerotilus natans,34103,,species,1
25407,1,vibrio anguillarum,Vibrio anguillarum,55601,,species,1
25408,1,shigella boydii,Shigella boydii,621,,species,1
25411,1,aplysia kurodai,Aplysia kurodai,6501,,species,1
25412,1,paris luquanensis,Paris luquanensis,221256,,species,1
25414,1,anemone raddeana,Anemone raddeana,387928,,species,1
25416,1,strongylocentrotus,Strongylocentrotus,7664,,genus,1
25418,1,salvia,Salvia,21880,,genus,1
25419,1,sclerotium rolfsii,Agroathelia rolfsii,39291,sclerotium rolfsii,species,1
25421,1,eubacterium saburreum,Lachnoanaerobaculum saburreum,467210,eubacterium saburreum,species,1
25423,1,pseudomonas aeruginosa,Pseudomonas aeruginosa,287,,species,1
25426,1,thiobacillus ferrooxidans,Acidithiobacillus ferrooxidans,920,thiobacillus ferrooxidans,species,1
25428,1,lonicera caerulea,Lonicera caerulea,134520,,species,1
25430,1,natronobacterium gregoryi,Natronobacterium gregoryi,44930,,species,1
25431,1,enterococcus hirae,Enterococcus hirae,1354,,species,1
25434,1,dioscorea,Dioscorea,4672,,genus,1
25436,1,triplostegia grandiflora,Triplostegia grandiflora,179861,,species,1
25437,1,solanum tuberosum,Solanum tuberosum,4113,,species,1
25439,1,glis glis,Glis glis,41261,,species,1
25440,1,bromus tectorum,Bromus tectorum,29667,,species,1
25442,1,ceiba pentandra,Ceiba pentandra,193163,,species,1
25445,1,neurospora crassa,Neurospora crassa,5141,,species,1
25446,1,deleya marina,Cobetia marina,28258,deleya marina,species,1
25448,1,schistosoma,Schistosoma,6181,,genus,1
25452,1,rhamnus frangula,Frangula alnus,106677,rhamnus frangula,species,1
25454,1,shigella flexneri,Shigella flexneri,623,,species,1
25456,1,grifola frondosa,Grifola frondosa,5627,,species,1
25458,1,micrococcus luteus,Micrococcus luteus,1270,,species,1
25459,1,bryonia alba,Bryonia alba,243967,,species,1
25462,1,phoenix rupicola,Phoenix rupicola,446126,,species,1
25466,1,swietenia mahogoni,Swietenia mahagoni,459165,swietenia mahogoni,species,1
25469,1,silene alba,Silene latifolia subsp. alba,52853,silene alba,subspecies,1
25471,1,paralichthys olivaceus,Paralichthys olivaceus,8255,,species,1
25473,1,lagotis stolonifera,Lagotis stolonifera,195115,,species,1
25476,1,pectinatus cerevisiiphilus,Pectinatus cerevisiiphilus,86956,,species,1
25478,1,penicillium decumbens,Penicillium decumbens,69771,,species,1
25480,1,ulmus glabra,Ulmus glabra,172265,,species,1
25482,1,enterobacter cloacae,Enterobacter cloacae,550,,species,1
25483,1,thuja plicata,Thuja plicata,3316,,species,1
25485,1,agromyces fucosus,Agromyces fucosus,41985,,species,1
25488,1,pleurotus ostreatus,Pleurotus ostreatus,5322,,species,1
25490,1,cucumaria echinata,Pseudocnus echinatus,2592315,cucumaria echinata,species,1
25493,1,pseudomonas cepacia,Burkholderia cepacia,292,pseudomonas cepacia,species,1
25498,1,streptomyces hygroscopicus,Streptomyces hygroscopicus,1912,,species,1
25499,1,sargassum fulvellum,Sargassum fulvellum,3016,,species,1
25501,1,plagiochasma rupestre,Plagiochasma rupestre,53031,,species,1
25502,1,asparagus,Asparagus,4685,,genus,1
25504,1,ornithogalum thyrsoides,Ornithogalum thyrsoides,82017,,species,1
25505,1,medicago sativa,Medicago sativa,3879,,species,1
25507,1,zizyphus nummularia,Ziziphus nummularia,498071,zizyphus nummularia,species,1
25509,1,agave cantala,Agave vivipara,2992182,agave cantala,species,1
25513,1,xanthobacter,Xanthobacter,279,,genus,1
25518,1,paecilomyces variotti,Paecilomyces variotii,264951,paecilomyces variotti,species,1
25520,1,cassia tora,Senna tora,362788,cassia tora,species,1
25522,1,fagaropsis glabra,Fagaropsis glabra,645646,,species,1
25525,1,ipomoea tricolor,Ipomoea tricolor,89664,,species,1
25527,1,trillium,Trillium,49674,,genus,1
25529,1,reineckea carnea,Reineckea carnea,100494,,species,1
25530,1,ardisia faberi,Ardisia faberi,1871137,,species,1
25532,1,oryza sativa,Oryza sativa,4530,,species,1
25533,1,festuca rubra,Festuca rubra,52153,,species,1
25535,1,polygonatum sibiricum,Polygonatum sibiricum,261423,,species,1
25537,1,populus tremuloides,Populus tremuloides,3693,,species,1
25539,1,xiphophorus,Xiphophorus,8082,,genus,1
25540,1,pedicularis pontica,Pedicularis pontica,1392176,,species,1
25543,1,streptococcus mitis,Streptococcus mitis,28037,,species,1
25545,1,macrocystis pyrifera,Macrocystis pyrifera,35122,,species,1
25547,1,cirsium japonicum,Cirsium japonicum,516546,,species,1
25548,1,calluna vulgaris,Calluna vulgaris,13385,,species,1
25550,1,colubrina asiatica,Colubrina asiatica,106664,,species,1
25552,1,trematomus lepidorhinus,Trematomus lepidorhinus,40691,,species,1
25553,1,colubrina elliptica,Colubrina elliptica,1465291,,species,1
25555,1,trachycarpus wagnerianus,Trachycarpus wagnerianus,54807,,species,1
25556,1,uromyces vignae,Uromyces vignae,240212,,species,1
25558,1,isatis tinctoria,Isatis tinctoria,161756,,species,1
25560,1,sansevieria trifasciata,Sansevieria trifasciata,39534,,species,1
25562,1,burkholderia cepacia,Burkholderia cepacia,292,,species,1
25563,1,narthecium asiaticum,Narthecium asiaticum,119984,,species,1
25565,1,vibrio cholerae,Vibrio cholerae,666,,species,1
25567,1,polygala japonica,Polygala japonica,690795,,species,1
25570,1,candida parapsilosis,Candida parapsilosis,5480,,species,1
25571,1,erythrina variegata,Erythrina variegata,3845,,species,1
25573,1,phaseolus coccineus,Phaseolus coccineus,3886,,species,1
25575,1,trigonella foenum-graecum,Trigonella foenum-graecum,78534,,species,1
25577,1,pedicularis comosa,Pedicularis comosa,1392138,,species,1
25579,1,leishmania donovani,Leishmania donovani,5661,,species,1
25581,1,ipheion uniflorum,Ipheion uniflorum,82527,,species,1
25582,1,trichomonas vaginalis,Trichomonas vaginalis,5722,,species,1
25584,1,rhapis exelsa,Rhapis excelsa,115514,rhapis exelsa,species,1
25585,1,toxoplasma gondii,Toxoplasma gondii,5811,,species,1
25587,1,methanosarcina,Methanosarcina,2207,,genus,1
25590,1,serratia rubidaea,Serratia rubidaea,61652,,species,1
25593,1,zoogloea ramigera,Zoogloea ramigera,350,,species,1
25597,1,phaseolus lunatus,Phaseolus lunatus,3884,,species,1
25598,1,torpedo marmorata,Torpedo marmorata,7788,,species,1
25600,1,rattus,Rattus,10114,,genus,1
25602,1,solanum dulcamara,Solanum dulcamara,45834,,species,1
25604,1,pittosporum undulatum,Pittosporum undulatum,23131,,species,1
25607,1,mucor racemosus,Mucor racemosus,4841,,species,1
25610,1,althaea officinalis,Althaea officinalis,145745,,species,1
25613,1,deschampsia antarctica,Deschampsia antarctica,159298,,species,1
25614,1,adenium obesum,Adenium obesum,69375,,species,1
25616,1,vibrio vulnificus,Vibrio vulnificus,672,,species,1
25620,1,lathyrus palustris var. pilosus,Lathyrus palustris subsp. pilosus,313381,lathyrus palustris var. pilosus,subspecies,1
25622,1,solidago gigantea,Solidago gigantea,330183,,species,1
25623,1,locusta migratoria,Locusta migratoria,7004,,species,1
25625,1,ophiopogon,Ophiopogon,100502,,genus,1
25627,1,hizikia fusiformis,Sargassum fusiforme,590727,hizikia fusiformis,species,1
25629,1,putranjiva roxburghii,Putranjiva roxburghii,28504,,species,1
25631,1,mycoplasma fermentans,Mycoplasmopsis fermentans,2115,mycoplasma fermentans,species,1
25632,1,yersinia aldovae,Yersinia aldovae,29483,,species,1
25635,1,caragana arborescens,Caragana arborescens,20484,,species,1
25639,1,deutzia corymbosa,Deutzia corymbosa,984477,,species,1
25641,1,methanospirillum hungatei,Methanospirillum hungatei,2203,,species,1
25642,1,paris formosana,Formosana,2801979,paris formosana,genus,1
25644,1,thamnidium elegans,Thamnidium elegans,101142,,species,1
25647,1,polyscias scutellaria,Polyscias scutellaria,150539,,species,1
25649,1,eremurus lactiflorus,Eremurus lactiflorus,3033824,,species,1
25650,1,ardisia japonica,Ardisia japonica,276775,,species,1
25653,1,coriolus versicolor,Trametes versicolor,5325,coriolus versicolor,species,1
25656,1,panax,Panax,4053,,genus,1
25658,1,euglena gracilis,Euglena gracilis,3039,,species,1
25660,1,thunbergia alata,Thunbergia alata,32198,,species,1
25663,1,artocarpus heterophylla,Artocarpus heterophyllus,3489,artocarpus heterophylla,species,1
25665,1,ilex rotunda,Ilex rotunda,53211,,species,1
25667,1,humulus lupulus,Humulus lupulus,3486,,species,1
25668,1,hordeum vulgare,Hordeum vulgare,4513,,species,1
25670,1,eisenia bicyclis,Eisenia bicyclis,6395,,species,1
25672,1,rhizomucor pusillus,Rhizomucor pusillus,4840,,species,1
25673,1,lactococcus lactis,Lactococcus lactis,1358,,species,1
25675,1,cryptomeria japonica,Cryptomeria japonica,3369,,species,1
25677,1,parophrys vetulus,Parophrys vetulus,172659,,species,1
25680,1,polyscias fruticosa,Polyscias fruticosa,50308,,species,1
25682,1,hemsleya,Hemsleya,64233,,genus,1
25684,1,mandevilla pentlandiana,Mandevilla pentlandiana,387715,,species,1
25686,1,francisella tularensis,Francisella tularensis,263,,species,1
25688,1,zygostates lunata,Zygostates lunata,363388,,species,1
25689,1,lentinus edodes,Lentinula edodes,5353,lentinus edodes,species,1
25691,1,sedum telephium,Hylotelephium telephium,91097,sedum telephium,species,1
25695,1,brevibacterium,Brevibacterium,1696,,genus,1
25697,1,deinococcus radiodurans,Deinococcus radiodurans,1299,,species,1
25699,1,rutilus leuciscus,Leuciscus,8283,rutilus leuciscus,genus,1
25700,1,primula macrophylla,Primula macrophylla,487793,,species,1
25703,1,cercidium praecox,Parkinsonia praecox,162871,cercidium praecox,species,1
25705,1,eucheuma spinosum,Eucheuma denticulatum,305493,eucheuma spinosum,species,1
25708,1,lycoris radiata,Lycoris radiata,228395,,species,1
25710,1,cattleya walkeriana,Cattleya walkeriana,123128,,species,1
25713,1,moraxella catarrhalis,Moraxella catarrhalis,480,,species,1
25714,1,peucedanum japonicum,Peucedanum japonicum,49563,,species,1
25718,1,lymnaea stagnalis,Lymnaea stagnalis,6523,,species,1
25719,1,matricaria chamomilla,Matricaria chamomilla,98504,,species,1
25720,1,clitoria ternatea,Clitoria ternatea,43366,,species,1
25723,1,lilium mackliniae,Lilium mackliniae,82321,,species,1
25724,1,acer,Acer,4022,,genus,1
25727,1,vigna,Vigna,3913,,genus,1
25728,1,primula elatior,Primula elatior,175059,,species,1
25731,1,nyctanthes arbor-tristis,Nyctanthes arbor-tristis,41398,,species,1
25733,1,erythrina corallodendron,Erythrina corallodendron,3843,,species,1
25735,1,vicia villosa,Vicia villosa,3911,,species,1
25737,1,zygostates pellucida,Zygostates pellucida,363336,,species,1
25738,1,betula pubescens,Betula pubescens,38787,,species,1
25740,1,cervus nippon,Cervus nippon,9863,,species,1
25742,1,gratiola officinalis,Gratiola officinalis,204382,,species,1
25743,1,epilobium montanum,Epilobium montanum,470570,,species,1
25745,1,salvelinus fontinalis,Salvelinus fontinalis,8038,,species,1
25747,1,leptospira,Leptospira,171,,genus,1
25748,1,impatiens balsamina,Impatiens balsamina,63779,,species,1
25749,1,malus,Malus,3749,,genus,1
25751,1,sargassum vulgare,Sargassum vulgare,288023,,species,1
25753,1,thevetia neriifolia,Thevetia neriifolia,930818,,species,1
25755,1,padina gymnospora,Padina gymnospora,439534,,species,1
25756,1,trichoderma,Trichoderma,5543,,genus,1
25758,1,yersinia ruckeri,Yersinia ruckeri,29486,,species,1
25763,1,plantago psyllium,Plantago indica,197794,plantago psyllium,species,1
25766,1,hibiscus esculentus,Abelmoschus esculentus,455045,hibiscus esculentus,species,1
25768,1,mycobacterium kansasii,Mycobacterium kansasii,1768,,species,1
25770,1,stachys riederi,Stachys riederi,587681,,species,1
25771,1,methanobacterium,Methanobacterium,2160,,genus,1
25773,1,euphydryas anicia,Euphydryas anicia,104502,,species,1
25778,1,chamaedorea linearis,Chamaedorea linearis,348475,,species,1
25780,1,ascaris suum,Ascaris suum,6253,,species,1
25782,1,mycobacterium abscessus,Mycobacteroides abscessus,36809,mycobacterium abscessus,species,1
25784,1,streptococcus pneumoniae,Streptococcus pneumoniae,1313,,species,1
25786,1,griffonia simplicifolia,Griffonia simplicifolia,3850,,species,1
25787,1,gleditsia japonica,Gleditsia japonica,66093,,species,1
25789,1,panax notoginseng,Panax notoginseng,44586,,species,1
25792,1,symphytum officinale,Symphytum officinale,278672,,species,1
25794,1,yersinia rohdei,Yersinia rohdei,29485,,species,1
25797,1,usnea barbata,Usnea barbata,192174,,species,1
25800,1,phlomis crinita,Phlomis crinita,316267,,species,1
25801,1,distolasterias nipon,Distolasterias nipon,60573,,species,1
25805,1,holothuria leucospilota,Holothuria leucospilota,206669,,species,1
25808,1,kalanchoe prolifera,Kalanchoe prolifera,80915,,species,1
25810,1,neisseria meningitidis,Neisseria meningitidis,487,,species,1
25811,1,mimosa scabrella,Mimosa scabrella,648482,,species,1
25813,1,enterobacteriaceae,Enterobacteriaceae,543,,family,1
25815,1,ommastrephes sloani pacificus,Todarodes pacificus,6637,ommastrephes sloani pacificus,species,1
25817,1,amorphophallus konjac,Amorphophallus konjac,78372,,species,1
25818,1,paris vietnamensis,Paris vietnamensis,374968,,species,1
25821,1,siraitia siamensis,Siraitia siamensis,2695833,,species,1
25824,1,umbellularia californica,Umbellularia californica,3438,,species,1
25827,1,azotobacter beijerinckii,Azotobacter beijerinckii,170623,,species,1
25828,1,phleum,Phleum,15956,,genus,1
25830,1,phytolacca dodecandra,Phytolacca dodecandra,29724,,species,1
25831,1,desmarestia viridis,Desmarestia viridis,62313,,species,1
25833,1,tribulus terrestris,Tribulus terrestris,210369,,species,1
25836,1,meriones unguiculatus,Meriones unguiculatus,10047,,species,1
25838,1,alteromonas,Alteromonas,226,,genus,1
25839,1,acremonium,Acremonium,159075,,genus,1
25841,1,microbacterium,Microbacterium,33882,,genus,1
25842,1,aphanoascus reticulisporus,Aphanoascus reticulisporus,108919,,species,1
25846,1,festuca arundinacea,Lolium arundinaceum,4606,festuca arundinacea,species,1
25848,1,camellia,Camellia,4441,,genus,1
25850,1,evasterias retifera,Evasterias retifera,431635,,species,1
25852,1,periploca sepium,Periploca sepium,190712,,species,1
25855,1,brodiaea californica,Brodiaea californica,244021,,species,1
25856,1,lupinus mutabilis,Lupinus mutabilis,53232,,species,1
25857,1,manduca sexta,Manduca sexta,7130,,species,1
25859,1,ramalina celastri,Ramalina celastri,859457,,species,1
25860,1,alteromonas macleodii,Alteromonas macleodii,28108,,species,1
25863,1,rhizobium fredii,Sinorhizobium fredii,380,rhizobium fredii,species,1
25865,1,crepis capillaris,Crepis capillaris,13465,,species,1
25867,1,alphitonia zizyphoides,Alphitonia zizyphoides,1502681,,species,1
25868,1,glycyrrhiza uralensis,Glycyrrhiza uralensis,74613,,species,1
25871,1,glycyrrhiza,Glycyrrhiza,46347,,genus,1
25873,1,eriococcus,Eriococcus,308483,,genus,1
25874,1,sclerotinia sclerotiorum,Sclerotinia sclerotiorum,5180,,species,1
25876,1,yersinia bercovieri,Yersinia bercovieri,634,,species,1
25878,1,secale cereale,Secale cereale,4550,,species,1
25879,1,spirochaeta,Spirochaeta,146,,genus,1
25884,1,bupleurum,Bupleurum,46366,,genus,1
25885,1,teramnus labialis,Teramnus labialis,45683,,species,1
25887,1,morinda morindoides,Morinda morindoides,659048,,species,1
25888,1,hibiscus,Hibiscus,47605,,genus,1
25890,1,daucus carota,Daucus carota,4039,,species,1
25892,1,methanothermus fervidus,Methanothermus fervidus,2180,,species,1
25895,1,lupinus luteus,Lupinus luteus,3873,,species,1
25896,1,yersinia kristensenii,Yersinia kristensenii,28152,,species,1
25898,1,phaseolus mungo,Vigna mungo,3915,phaseolus mungo,species,1
25900,1,pseudotsuga menziesii,Pseudotsuga menziesii,3357,,species,1
25902,1,vibrio parahaemolyticus,Vibrio parahaemolyticus,670,,species,1
25906,1,oreina gloriosa,Oreina gloriosa,111408,,species,1
25910,1,actinomycetes,Actinomycetes,1760,,class,1
25911,1,echinococcus multilocularis,Echinococcus multilocularis,6211,,species,1
25913,1,chlamydia psittaci,Chlamydia psittaci,83554,,species,1
25915,1,arthrobacter globiformis,Arthrobacter globiformis,1665,,species,1
25916,1,picea rubens,Picea rubens,3333,,species,1
25919,1,letharia vulpina,Letharia vulpina,129387,,species,1
25921,1,carpinus betulus,Carpinus betulus,12990,,species,1
25922,1,endotrypanum schaudinni,Endotrypanum schaudinni,5704,,species,1
25924,1,lycopus virginicus,Lycopus virginicus,1620142,,species,1
25926,1,electrophorus electricus,Electrophorus electricus,8005,,species,1
25927,1,periandra,Periandra,553685,,genus,1
25929,1,trichoderma harzianum,Trichoderma harzianum,5544,,species,1
25932,1,allium macrostemon,Allium macrostemon,91198,,species,1
25936,1,lipomyces kononenkoae,Lipomyces kononenkoae,34357,,species,1
25937,1,brasenia schreberi,Brasenia schreberi,4424,,species,1
25940,1,agrobacterium radiobacter,Agrobacterium radiobacter,362,,species,1
25941,1,erwinia amylovora,Erwinia amylovora,552,,species,1
25942,1,dioscorea floribunda,Dioscorea floribunda,1540009,,species,1
25944,1,bellis bernardii,Bellis bernardii,191228,,species,1
25947,1,citrus,Citrus,2706,,genus,1
25949,1,mucor circinelloides,Mucor circinelloides,36080,,species,1
25950,1,putranjiva,Putranjiva,257778,,genus,1
25953,1,dioscorea collettii,Dioscorea collettii,357959,,species,1
25955,1,lolium temulentum,Lolium temulentum,34176,,species,1
25956,1,lilium hansonii,Lilium hansonii,82318,,species,1
25958,1,poria cocos,Wolfiporia cocos,81056,poria cocos,species,1
25960,1,rhododendron ellipticum,Rhododendron ellipticum,134444,,species,1
25961,1,neisseria,Neisseria,482,,genus,1
25963,1,plasmodium falciparum,Plasmodium falciparum,5833,,species,1
25966,1,candida glabrata,Nakaseomyces glabratus,5478,candida glabrata,species,1
25968,1,quillaja saponaria,Quillaja saponaria,32244,,species,1
25970,1,asparagus tenuifolius,Asparagus tenuifolius,1532276,,species,1
25972,1,dipsacus asper,Dipsacus asper,516548,,species,1
25973,1,fevillea trilobata,Fevillea trilobata,515858,,species,1
25976,1,neisseria gonorrheae,Neisseria gonorrhoeae,485,neisseria gonorrheae,species,1
25978,1,monodonta labio,Monodonta labio,74046,,species,1
25981,1,yucca filamentosa,Yucca filamentosa,55960,,species,1
25982,1,hypnea musciformis,Hypnea musciformis,31429,,species,1
25984,1,eucalyptus,Eucalyptus,3932,,genus,1
25986,1,chorisia speciosa,Ceiba speciosa,82382,chorisia speciosa,species,1
25987,1,apis,Apis,7459,,genus,1
25989,1,meretrix lusoria,Meretrix lusoria,74491,,species,1
25994,1,arianta,Arianta,45984,,genus,1
25995,1,erylus,Erylus,77180,,genus,1
25996,1,proteus vulgaris,Proteus vulgaris,585,,species,1
25998,1,squalus,Squalus,7796,,genus,1
26000,1,brucella abortus,Brucella abortus,235,,species,1
26002,1,aphelasterias japonica,Aphelasterias japonica,194597,,species,1
26004,1,senna didymobotrya,Senna didymobotrya,72401,,species,1
26008,1,psidium guajava,Psidium guajava,120290,,species,1
26009,1,bhesa paniculata,Bhesa paniculata,324800,,species,1
26011,1,solanum,Solanum,4107,,genus,1
26013,1,calocarpum sapota,Manilkara,3740,calocarpum sapota,genus,1
26015,1,diplococcus pneumoniae,Streptococcus pneumoniae,1313,diplococcus pneumoniae,species,1
26018,1,hericium erinaceum,Hericium erinaceus,91752,hericium erinaceum,species,1
26023,1,clypeaster japonicus,Clypeaster japonicus,7644,,species,1
26025,1,hedera helix,Hedera helix,4052,,species,1
26028,1,medicago lupulina,Medicago lupulina,47085,,species,1
26030,1,herpetomonas samuelpessoai,Herpetomonas samuelpessoai,5715,,species,1
26033,1,proteus penneri,Proteus penneri,102862,,species,1
26037,1,enterolobium cyclocarpum,Enterolobium cyclocarpum,54878,,species,1
26039,1,acanthopanax senticosus,Eleutherococcus senticosus,82096,acanthopanax senticosus,species,1
26043,1,klebsiella pneumonia,Klebsiella pneumoniae,573,klebsiella pneumonia,species,1
26045,1,ribes rubrum,Ribes rubrum,175228,,species,1
26047,1,solanum khasianum,Solanum aculeatissimum,267265,solanum khasianum,species,1
26049,1,tricholoma giganteum,Macrocybe gigantea,1491104,tricholoma giganteum,species,1
26051,1,scutellaria albida,Scutellaria albida,1907919,,species,1
26053,1,cyamopsis tetragonolobus,Tetragonolobus,553696,cyamopsis tetragonolobus,genus,1
26055,1,bordetella pertussis,Bordetella pertussis,520,,species,1
26058,1,epimedium grandiflorum,Epimedium grandiflorum,244027,,species,1
26060,1,gomphocarpus sinaicus,Gomphocarpus sinaicus,2291033,,species,1
26063,1,tremella mesenterica,Tremella mesenterica,5217,,species,1
26065,1,notholirion,Notholirion,82335,,genus,1
26066,1,quassia amara,Quassia amara,43725,,species,1
26068,1,dioscorea composita,Dioscorea composita,374975,,species,1
26071,1,pharbitis nil,Ipomoea nil,35883,pharbitis nil,species,1
26072,1,enterobacter,Enterobacter,547,,genus,1
26074,1,thalictrum foetidum,Thalictrum foetidum,1084670,,species,1
26075,1,pseudomonas putida,Pseudomonas putida,303,,species,1
26077,1,lactobacillus delbrueckii,Lactobacillus delbrueckii,1584,,species,1
26079,1,helianthus tuberosus,Helianthus tuberosus,4233,,species,1
26081,1,mesocricetus auratus,Mesocricetus auratus,10036,,species,1
26083,1,dregea sinensis,Dregea sinensis,63470,,species,1
26085,1,pteridium esculentum,Pteridium esculentum,32102,,species,1
26087,1,panax stipuleanatus,Panax stipuleanatus,44682,,species,1
26088,1,phytolacca americana,Phytolacca americana,3527,,species,1
26090,1,dioscorea parviflora,Dioscorea parviflora,930788,,species,1
26092,1,legionella feeleii,Legionella feeleii,453,,species,1
26094,1,klebsiella,Klebsiella,570,,genus,1
26096,1,eurya japonica,Eurya japonica,59671,,species,1
26098,1,speirantha convallarioides,Speirantha convallarioides,330488,,species,1
26101,1,schefflera octophylla,Heptapleurum heptaphyllum,327218,schefflera octophylla,species,1
26103,1,allium,Allium,4678,,genus,1
26104,1,penicillium expansum,Penicillium expansum,27334,,species,1
26106,1,corbicula sandai,Corbicula sandai,141465,,species,1
26107,1,clavelina oblonga,Clavelina oblonga,286222,,species,1
26109,1,trichoplusia ni,Trichoplusia ni,7111,,species,1
26112,1,clematis koreana,Clematis koreana,1857138,,species,1
26117,1,misgurnus anguillicaudatus,Misgurnus anguillicaudatus,75329,,species,1
26118,1,cistanche salsa,Cistanche salsa,161396,,species,1
26120,1,luidia clathrata,Luidia clathrata,133437,,species,1
26122,1,primula denticulata,Primula denticulata,175055,,species,1
26125,1,leishmania aethiopica,Leishmania aethiopica,5667,,species,1
26126,1,aeromonas caviae,Aeromonas caviae,648,,species,1
26130,1,ulva lactuca,Ulva lactuca,63410,,species,1
26132,1,ruscus aculeatus,Ruscus aculeatus,59067,,species,1
26133,1,buddleja japonica,Buddleja japonica,2029625,,species,1
26136,1,peltigera aphthosa,Peltigera aphthosa,52881,,species,1
26139,1,gigartina skottsbergii,Sarcopeltis skottsbergii,2765380,gigartina skottsbergii,species,1
26142,1,theonella swinhoei,Theonella swinhoei,37505,,species,1
26144,1,rahnella,Rahnella,34037,,genus,1
26146,1,cimicifuga dahurica,Actaea dahurica,64029,cimicifuga dahurica,species,1
26149,1,richadella dulcifica,Synsepalum dulcificum,3743,richadella dulcifica,species,1
26150,1,patrinia scabra,Patrinia scabra,180074,,species,1
26151,1,pinus,Pinus,3337,,genus,1
26153,1,epilobium parviflorum,Epilobium parviflorum,644182,,species,1
26155,1,vibrio mimicus,Vibrio mimicus,674,,species,1
26156,1,pedicularis,Pedicularis,43174,,genus,1
26158,1,allium giganteum,Allium giganteum,70758,,species,1
26159,1,chrysolina polita,Chrysolina polita,75530,,species,1
26161,1,aralia,Aralia,13340,,genus,1
26163,1,pectinatus frisingensis,Pectinatus frisingensis,865,,species,1
26169,1,streptomyces chrysomallus,Streptomyces anulatus,1892,streptomyces chrysomallus,species,1
26171,1,aralia cordata,Aralia cordata,29746,,species,1
26172,1,liriope muscari,Liriope muscari,39529,,species,1
26174,1,yersinia pseudotuberculosis,Yersinia pseudotuberculosis,633,,species,1
26175,1,bellis perennis,Bellis perennis,41492,,species,1
26177,1,calliandra anomala,Calliandra houstoniana var. anomala,767886,calliandra anomala,varietas,1
26179,1,polygala senega,Senega officinalis,174549,polygala senega,species,1
26182,1,auromonas elodea,Elodea,26324,auromonas elodea,genus,1
26185,1,erythrina,Erythrina,3841,,genus,1
26186,1,eugenia jambos,Syzygium jambos,334483,eugenia jambos,species,1
26189,1,epilobium dodonaei,Epilobium dodonaei,33136,,species,1
26191,1,fundulus heteroclitus,Fundulus heteroclitus,8078,,species,1
26193,1,shigella sonnei,Shigella sonnei,624,,species,1
26194,1,lilium candidum,Lilium candidum,83802,,species,1
26196,1,chlamydia,Chlamydia,810,,genus,1
26198,1,spondias dulcis,Spondias dulcis,43861,,species,1
26199,1,ardisia neriifolia,Ardisia neriifolia,2184479,,species,1
26203,1,oxystelma esculentum,Oxystelma esculentum,126763,,species,1
26205,1,lactobacillus kefiranofaciens,Lactobacillus kefiranofaciens,267818,,species,1
26206,1,nicotiana plumbaginifolia,Nicotiana plumbaginifolia,4092,,species,1
26209,1,penicillium notatum,Penicillium chrysogenum,5076,penicillium notatum,species,1
26212,1,nerium odorum,Nerium oleander,63479,nerium odorum,species,1
26214,1,bufo,Bufo,8383,,genus,1
26215,1,nocardia restricta,Prescottella equi,43767,nocardia restricta,species,1
26217,1,spodoptera frugiperda,Spodoptera frugiperda,7108,,species,1
26219,1,rosa,Rosa,3764,,genus,1
26220,1,penstemon griffinii,Penstemon griffinii,388154,,species,1
26222,1,glycyrrhiza glabra,Glycyrrhiza glabra,49827,,species,1
26224,1,scilla scilloides,Scilla scilloides,49652,,species,1
26225,1,acanthaster planci,Acanthaster planci,133434,,species,1
26227,1,streptococcus,Streptococcus,1301,,genus,1
26228,1,actinoplanes,Actinoplanes,1865,,genus,1
26230,1,tribulus cistoides,Tribulus cistoides,693388,,species,1
